"Entity Name","Entity ID","Fiscal Year","Valuation Date","Name of Actuary","Actuarial Accrued Liability_Funding Position","Actuarial Value of Assets","Unfunded Actuarial Accrued Liability (UAAL)","Funded Ratio (Rounded to Nearest Tenth, Example: 99.9) (%)","Annual Covered Payroll_Funding Position","UAAL as a Percenrate of ACP (%)","Select Method Used to Determine Actuarial Accrued Liability","Please Specifiy Other Method"
"Self-Insured Schools of California Defined Benefit Plan","7183","20062007","2007-01-01T00:00:00","Demsey, Filliger & Associates","21,027,522","19,384,412","1,643,110","92.2","74,588,422","2.2","5","NULL"
"Self-Insured Schools of California Defined Benefit Plan","7183","20052006","2006-01-01T00:00:00","Demsey, Filliger & Associates","18,200,366","17,157,915","1,042,451","94.3","75,183,841","1.4","5","NULL"
"Self-Insured Schools of California Defined Benefit Plan","7183","20042005","2005-01-01T00:00:00","Demsey, Filliger & Associates","15,358,214","13,346,135","2,012,079","86.9","72,609,631","2.8","5","NULL"
"Self-Insured Schools of California Defined Benefit Plan","7183","20032004","2004-01-01T00:00:00","Demsey, Filliger & Associates","13,895,870","10,686,165","3,209,705","76.9","73,174,876","4.4","5","NULL"
"Self-Insured Schools of California Defined Benefit Plan","7183","20022003","2003-01-01T00:00:00","Mercer Human Resource Consulting, Inc.","12,948,000","8,344,000","4,604,000","64.4","78,508,443","5.9","5","NULL"
"Semitropic Water Storage District 401(K) Plan","10763","20152016","NULL","Not applicable - defined contributioin plan",,,"0","NULL","3,451,245","NULL","NULL","NULL"
"Semitropic Water Storage District 401(K) Plan","10763","20132014","NULL","dcp",,,"0","NULL","2,651,945","NULL","NULL","NULL"
"Semitropic Water Storage District 401(K) Plan","10763","20122013","NULL","dcp",,,"0","NULL","2,776,726","NULL","NULL","NULL"
"Semitropic Water Storage District 401(K) Plan","10763","20112012","NULL","dcp",,,"0","NULL","2,643,202","NULL","NULL","NULL"
"Semitropic Water Storage District 401(K) Plan","10763","20102011","NULL","dcp",,,"0","NULL","3,194,435","NULL","NULL","NULL"
"Semitropic Water Storage District 401(K) Plan","10763","20092010","NULL","dcp",,,"0","NULL","3,194,578","NULL","NULL","NULL"
"Sonoma County Employees' Retirement Association","7275","20152016","2015-12-31T00:00:00","Segal Consulting","2,694,979,000","2,289,057,000","405,922,000","84.9","339,516,785","119.5","1","NULL"
"Sonoma County Employees' Retirement Association","7275","20142015","2014-12-31T00:00:00","Segal Consulting","2,510,253,000","2,167,210,000","343,043,000","86.3","324,418,883","105.7","1","NULL"
"Sonoma County Employees' Retirement Association","7275","20132014","2013-12-31T00:00:00","Segal Consulting","2,466,224,000","2,016,781,000","449,443,000","81.8","329,893,979","136.2","1","NULL"
"Sonoma County Employees' Retirement Association","7275","20122013","2012-12-31T00:00:00","The Segal Company","2,383,700,000","1,856,847,000","526,853,000","77.9","302,764,027","174","1","NULL"
"Sonoma County Employees' Retirement Association","7275","20112012","2011-12-31T00:00:00","The Segal Company","2,220,520,000","1,867,117,000","353,403,000","84.1","308,643,667","114.5","1","NULL"
"Sonoma County Employees' Retirement Association","7275","20102011","2010-12-31T00:00:00","The Segal Company","2,139,460,000","1,890,874,000","248,586,000","88.4","323,600,808","76.8","1","NULL"
"Sonoma County Employees' Retirement Association","7275","20092010","2009-12-31T00:00:00","Segal Company","1,967,058,000","1,564,970,000","402,088,000","79.6","322,483,489","124.7","1","NULL"
"Sonoma County Employees' Retirement Association","7275","20082009","2008-12-31T00:00:00","Segal Company","1,842,404,000","1,540,461,000","301,943,000","83.6","334,390,573","90.3","1","NULL"
"Sonoma County Employees' Retirement Association","7275","20072008","2007-12-31T00:00:00","The Segal Company","1,653,847,000","1,476,496,000","177,351,000","89.3","292,771,517","60.6","1","NULL"
"Sonoma County Employees' Retirement Association","7275","20062007","2006-12-31T00:00:00","Gabriel, Roeder, Smith & Co.","1,509,083,000","1,369,669,000","139,414,000","90.8","273,548,409","51","1","NULL"
"Sonoma County Employees' Retirement Association","7275","20052006","2005-12-31T00:00:00","Gabriel, Roeder, Smith & Co.","1,352,634,488","1,276,770,928","75,863,560","94.4","265,247,594","28.6","1","NULL"
